,Author Link,Author Name,Comment Text,Rating
10,/Profile/523noem,Noe M,"Aniversario, nos hicieron una decoración de Love, muy bonito detalle, excelentes instalaciones los colchones y almohadas muy cómodas. Buena comida y buen servicio de parte del personal, amables, atentos y siempre disponibles en apoyo a lo que pudieras necesitar. Gracias por sus atenciones.",50
11,/Profile/B6548GEanitam,Anita M,"Lugar de 100 es decir excepcional, limpio, agradable, exelente ubicación con acceso a terminal b de manera directa, buena comida, precio elevado pero vale lo que cuesta. Mario el barman muy agradable y servicial",50
12,/Profile/samstay23,ayelenha09@gmail.com,"excelente servicio. desayuno muy rico y variado, el caldo tlalpeño delicioso, muy rica la comida, excelentes instalaciones, ni hablar de la limpieza del lugar, me encantó!!! cuenta con gimnasio y conexión al aeropuerto muy comodo",40
13,/Profile/52nellyg,NGh,"Me encanta este lugar, siempre cómodo, limpio y con buen servicio, los alimentos de buen sabor y buena variedad. Para vuelos tempraneros muy cómodo y de fácil acceso a todas las terminales ya sea caminando o bien con el servicio de shuttle. Recomendado al 100",50
14,/Profile/92ximenam,Ximena M,"Buen lugar, buena ubicación, gran servicio, siempre agradable visitar este lugar 10 de 10  Habitaciones limpias, cómodas y funcionales. Buena comida, todos empleados amables y sonrientes . Ofrecen buen servicio y nos hacen sentir cómodos.",50
15,/Profile/G8670EGedgarh,Edgar H,"Mi pareja y yo estuvimos muy a gusto en el restaurante, la hamburguesa muy rica, buena porcion, el pan delicioso y la carne de muy buena calidad, la Manger del restaurante atenta siempre al servicio. En general muy buen hotel, habitaciones limpias y agradables. ",50
16,/Profile/ilyelens,Ilyelen S,"Hola! Recomiendo 100% el hotel, el alojamiento es acojedor, el personal del hotel son muy atentos, cuando se requiere orientación nos brindan una excelente atención.  Algo que no se pueden perder es probar los postres que ofrece el restaurante del hotel. ",50
17,/Profile/B6690WBfernandos,Fernando S,"Hotel super cómodo, cumple con todo lo necesario para una estadía placentera, el personal muy atento desde que llega uno y apoyando para resolver cualquier duda que tengamos, los alimentos buen sabor,   sin duda regresaría",50
18,/Profile/135saudya,Saudy A,"Estuve una noche en el hotel y quedé totalmente satisfecho, la habitación estuvo realmente muy confortable y en el desayuno una excelente atención del personal  en general y muy rico todo  realmente disfrute mi estadía ",50
19,/Profile/borderl2022,Border L,Mario un excelente bar tender   Me recomendó el mezcal de margarita. No soy buen fan de mezcal pero la margarita esta excelente. Pregunten por Mario. El hotel tiene buena vibe. La localidad excelente. Comida excelente,50
20,/Profile/savlh2021,Savl H,"El servicio del personal es muy amable, te hace sentir en casa. La atención de los meseros es excelente y los alimentos de muy buena calidad. Un lugar confortable, muy bien ubicado e instalaciones espectaculares. ",50
21,/Profile/K614UIalanc,alan c,"El staff de este hotel son extremadamente amables, en especial don erik, fue de mucha ayuda e hizo de nuestra estadia mas comoda y aparte nos ayudo cuando mas lo necesitabamos. los almuerzos y cenas son muy exquisitos tambien.",50
22,/Profile/715gumerl,Gumer l,"Buenos días. Restaurante:Excelente buffet, varios guisos muy ricos y deliciosos,  atención con calidad, las instalaciones son modernas y con excelente presentación  y limpieza. Ambiente agradable y muy recomendable para desayunar. Desde luego que volveré para degustar de los deliciosos Guisos. Felicidades a todos los que hacen posible brindar tan excelente servicio. Volveremos pronto.",50
23,/Profile/Roving66450511879,Roving66450511879,"Las habitaciones son excelentes para trabajar, es cómodo y agradable contar con tu propio escritorio y silla, muy práctico para quienes trabajamos en cualquier lugar a cualquier hora, ni hablar de los alimentos, desayuno, comida y cena, todo muy rico, además se puede desayunar muy temprano, en general fue una buena experiencia y sin dudarlo regresaría, gracias a todo el personal.",50
24,/Profile/R2195DTtaniam,Tania M,"Por un costo extra nos dejaron acceder a la habitación antes de la hr ya que mi bebé necesitaba dormir la siesta, está genial que tengan transporte a la redonda así puedes salir del hotel y conocer lugares cercanos, está entre las terminales a y b así que es muy fácil llegar a cualquier a de estas 2 terminales y nosotros que íbamos a terminal c el hotel nos ofrece el transporte para trasladarnos, el chofer Ignacio del abúrrale nos trató excelente, felicidades",40
25,/Profile/koris30,koris30,"Me encanta este hotel, siempre lo uso en mis vuelos tempranos, vengo desde Tampico para tomar mi vuelo a Europa y me queda sensacional, el servicio es excelente, buena comida, instalaciones modernas y sobre todo gente entregada a lo que hacen, William siempre me ayuda con mi reservación y me ofrece una habitación hermosa. Gracias a todos por hacer sentir como en casa.   Nos vemos prontito!",50
26,/Profile/Tourist66548746216,juliana,"Restaurante, tuve la oportunidad de estar en este lugar, buena experiencia en el desayuno Frida es excepcional con una gran actitud y atención al cliente, siempre atenta a mis necesidades, el lugar es muy agradable y el desayuno muy suficiente.",50
27,/Profile/tatianagJ343GY,Tatiana G,"Tuvimos retraso en nuestro vuelo el fin de semana y decidimos alojarnos en este hotel, para mi sorpresa nos atendieron pésimo tuvimos muy mala experiencia ya que se tuvo mala actitud  por parte  del personal de recepción  una chica de tez morena  jamás atendió a mi solicitud parecía mas importante estar en el celular incluso su postura recargada parecía desinteresada  !!!! PESIMOOOO SERVICIO !!",20
28,/Profile/497armandob,Armando B,El hotel está diseñado para brindar una excelente experiencia al viajero. Tanto las instalaciones como los servicios son muy adecuados para unos momentos de calma y confort. Cada miembro del equipo se esmera por hacerte sentir cómodo ,50
29,/Profile/480marianaq,Mariana Q,"Una estancia súper agradable, la limpieza de 10, habitaciones muy cómodas. El servicio fue muy bueno, y la gente que me atendió fue amable. Las instalaciones están muy bonitas. Volvería a quedarme ahí.",50
30,/Profile/acruz161180,acruz161180,"Imaginemos esto, vuelo internacional seis horas y llegas feliz de que finalmente tomarás una cena caliente y una buena cama. Perdón el servicio a la habitación y el restaurante se cierra a las 10 pm. Pero no se preocupe contamos con un seven eleven a un costado. Gracias Hilton Garden Inn Monterrey. La cama y la ubicación excelente. Pero lleguen cenados. 😉",30
31,/Profile/koris30,koris30,"Ubicación, limpieza, servicio y comodidad es lo que caracteriza a este hotel, me gusto que tengan servicio de plancha en el buffet. Gracias al personal por su servicios. Sin duda muy recomendable para vuelos muy tempraneros, ofrecen de todo para estar cómodos.",50
32,/Profile/koris30,koris30,"Excelente como siempre! Estuve ahí antes de pandemia  y era un buen lugar, pero ahora me parece que tienen mejor actitud, la gente se ve contenta y platicando con los meseros comentan que fue duro estar sin gente, que Águeda que los visitantes regresamos le hacen feliz atendernos. Me gusta este lugar y regresaré siempre. Felicidades a todos por honrar lo que hacen como profesión.",50
33,/Profile/TetianaShch,Tetiana,"¡Tengan mucho cuidado si su estancia en este hotel es por el trabajo/negocios y  necesitan deducir el gasto!  Aunque les solicitas el CFDI, dejando los datos COMPLETOS y correctos, te lo emiten mal y ni siquiera ponen tu código postal, por lo que no podrán deducir este gasto ante el SAT. No hay comunicación directa con el departamento de contaduría o facturación en este hotel, todo es a través de alguien que no tiene ni menor idea. Tardan mucho en contestar, no resuelven nada y el contador es una persona completamente ignorante en su campo de trabajo. Comete errores, niega corregirlos, no tiene ni menor conocimiento de lo que hace, no quiere trabajar. ¡El huésped que viaja por negocios va a perder su dinero y tiempo!    They are making serious errors when issuing a VAT, then…",20
34,/Profile/hec2rbernal,hec2rbernal,Si se mejora la limpieza de las habitaciones y la atención del personal del restaurante mejoraría mucho la calificación. Las instalaciones y los habitaciones están en excelentes condiciones. Su ubicación en perfecta si se tomará un vuelo al día siguiente.  ,30
35,/Profile/Felix_blackcat,Felix_blackcat,Buena opción si tienes vuelos temprano en terminal b de aeropuerto. En menos de 5 min estas en la terminal. El servicio del personal puede mejorar un poco. La limpieza de mi baño estuvo algo por debajo de lo que usualmente hilton ofrece.,40
36,/Profile/ldiaz285081,ldiaz285081,"Lo único bueno de este hotel es su ubicación mas nada, no había  agua en el Grifo ni en la regadera, hasta pasada una hora se solucionó,  Personal amable eso si ellos no tienen la culpa pero los dueños o socios deben poner atención en el mantenimiento de este hotel ",20
37,/Profile/koris30,koris30,"Excelente lugar no solo por instalaciones, si no por el trato del personal quien se preocupa por atenderte y cumplir las necesidades de los huéspedes, aunque no tenían transporte porque el chofer descansaba me co siguieron un taxi y me ayudaron en todo. Las habitaciones de buen tálamo y muy cuidadas y limpias",50
38,/Profile/Roving592392,Julieta B,"Pasamos una sola noche. El hotel está muy bonito, limpio, la gente muy amable. La habitación muy amplia y cómoda. Descansamos muy bien después de un recorrido por carretera desde cuatro Ciénegas. No usamos el restaurante",50
39,/Profile/juancarlosq508,juan carlos q,"Hotel muy bonito y cómoda ubicación, pero lo mejor son los empleados, sobre todo del área de recepción. Resalto la atención esmerada de Gerardo que fue increíble, me ayudo en las solicitudes y siempre con una sonrisa, así como, de Mildred y Cecilia muy amables y dispuestas siempre en apoyar y lo mismo de Erick el botones, Felicidades, sin duda volveré. La única área de oportunidad es el estacionamiento, muy caro, aunque me explicaron que no es de ustedes, deberían de negociar y darnos un descuento",50
40,/Profile/RAV68,RAV68,"Viajamos en familia y nuestro vuelo llegaba muy tarde, por lo que decidimos hospedarnos aquí por una noche. Pasaron por nosotros en el shuttle del hotel a la terminal y el proceso de recepción fue amable y efectivo. Las habitaciones son modernas y cómodas, ideales para viajes de negocio también. Al día siguiente, por una confusión, llegamos al desayuno 20 minutos después de que cerraban pero aún así nos atendieron de la mejor manera. Lo que más resalto durante nuestra corta estancia fue la amabilidad de su gente y la filosofía de servicio al cliente que tienen. Definitivamente muy recomendable.",50
41,/Profile/549nickiv,Nicki V,"Recomendación por la gente que llega de noche caminando al hotel que iluminan sus letras en el edificio ya que la zona es muy oscura. La bienvenida al hotel sin mucha información, pero veloz. El restaurante se cierra a las 22hrs igual que el bar muy temprano pero tienen roomservice nada más tomen en cuenta qué hay 15% de propina automático que se cobra más 16% de IVA.   Lo mejor del hotel son sus habitaciones, limpias y nuevas, cama muy cómoda, televisión con muchos canales, luz excelente. Por vuelos internacionales excelente ubicación, por los nacionales hay que tomar el transporte del hotel. Eñ Chofer nos programó en la llegada por la salida puntual excelente servicio de su parte.",50
42,/Profile/Tourist66548746216,juliana,"El servicio estuvo de maravilla, las habitaciones muy limpias y cómodas , me encantó, recomendado 100%. El servicio de Gerardo en recepción fue espectacular, siempre atento a la necesidades mías y de mi familia. Cada vez que visite Monterrey llegaré con ustedes. Gracias mil!!!",50
43,/Profile/malutv1960,malutv1960,"Es un hotel muy cerca del aeropuerto donde la pase increíble el desayuno muy rico, la limpieza de mi habitación siempre fue muy buena. Estuve en el cóctel de piso ejecutivo donde me recibió la Srita Mirna muy amable. Gracias a todos los empleados del hotel ",50
44,/Profile/luistellez2021,luistellez2021,"Lamentable capacitación de recepción para atender y solucionar problemas con el cliente relacionado al problema que tuve con wifi, lo reporté con oportunidad y no se resuelve al día siguiente lo vuelvo a reportar y lejos de resolver, me dice la recepcionista que no recibió ninguna llamada, Es lamentable lo que sugiere la empleada y el problema sin resolverse",20
45,/Profile/joseangela614,Jose Angel A,"No entiendo como pueden decir que esto es un Hilton de 5 estrellas. El servicio es pésimo,  no hacen el aseo de las habitaciones como se les pide y el agua caliente falla constantemente. El servicio de desayuno es poco variado, empieza tarde y es muy lento, además los meseros son muy poco amables.",10
46,/Profile/koris30,koris30,"Super Chevere el lugar, el personal amable, todo fue una muy buena experiencia, estuvimos dos noches y vimos a la gente atenta a nosotros todo el tiempo en especial una chica a la que siempre nos topábamos y al final resultó ser la gerente del hotel, que gran sorpresa por qué  hasta nos levantó el servicio en el launge. El lugar muy limpio y cuidado. Y lo mejor a unos pasos de la terminal. El servicio de la Transportacion fue muy bueno para ir a otros lugares cercanos como restaurantes. En el launch ofrecen comida y bebida gratis. Si alguna vez tenemos que quedarnos nuevamente sin duda esta será nuestra primera opción.",50
47,/Profile/AnaGzz2019,AnaGzz,"Nos hospedamos una noche debido a que teníamos un vuelo de madrugada y preferimos dormir ahí , muy buen servicio de check inn , de inmediato nos ayudaron con la maleta y ahí mismo nos agendaron el servicio de shuttle, a la terminal , háganlo con tiempo pues venía lleno y eran las 4 am   Recámara  sanitizada , cama y almohada cómoda , lugar silencioso y tranquilo, cuenta con restaurante con terraza y vendimia de dulces y bitabas directo en recepción   Y lo más importante , la recámara incluye 6 noches de estacionamiento gratuito en el estacionamiento de terminal B , la noche de estacionamiento cuesta 200 pesos al público , por lo tanto mucho del costo de l habitación se recupera con esta cortesía",50
48,/Profile/jenyferl2021,Jenyfer L,"Muy buena atención de parte de los empleados ., se prestan para ayudarte en cualquier cosa y su amabilidad te hace sentir cómodo, habitaciones muy limpias y sanitizadas , aparte que el hotel está cerca del aeropuerto y te brinda la facilidad de llegar a tiempo a tu vuelo",50
49,/Profile/Y8453CYalejandroa,Alejandro A,"Gracias Eduardo de Front Desk por tu ayuda con el problema de impresión de documentos para mi viaje, lamentablemente la aerolínea America Airlines nos cerró el vuelo una hora antes y perdí mi vuelo, sin embargo agradezco que hayas sido amable y me hayas ayudado en lo que tu podías hacer.  Gracias",50
50,/Profile/P601MFstephaniec,Stephanie Oliva,"Excelente servicio, en especial a Carolina y Eduardo que siempre estuvieron atentos a lo que pudiera necesitar !!! Medidas de sanidad adecuadas y confiables, sin duda una buena opción para hospedarse.",50
51,/Profile/398samantap,Samanta P.,"Excelente servicio la comida, el joven Israel nos atendió en la comida y fue muy atento y servicial en todo momento. La comida estaba muy rica y tenía una presentación muy buena, espero volver pronto.",50
52,/Profile/savlh2021,Savl H,"Felicito al mesero Israel, quien muy amablemente nos brindó servicio en el restaurante siendo atento y servicial. La hamburguesa estaba riquísima. Muchas gracias por la atención. Espero volver pronto.",50
53,/Profile/claudiasI7842ZP,Claudia S,No  había transporte del hotel a la terminal a las 10 am. Les preguntamos si existía transporte entre las terminales y nos dijeron que no había y  si lo hay. Pedimos hablar a un taxi y pasados 25 minutos no llegó. La atención a clientes en el restaurante no fue buena. No tenían granola. Nunca nos preguntaron qué jugo queríamos cuando la carta daba a elegir.. creemos que son cosas que pueden mejorar,20
54,/Profile/74jamim,Jami M,"Excelente servicio la comida 🥘 muy rica y fresca el joven Israel nos atendió en la comida muy amable 😊 todo bien limpio, y el servicio excelente! regresaríamos otra vez, hasta la otra!! - Fam Mora :)",50
55,/Profile/irisyamiletr2018,Iris Yamilet R,Llegue a las 6 am y salí a las 4 a.m y siempre fueron amables y me ayudaron con puertas y maletas ya que vieron mi cansancio por mis escalas. El personal de front desk me ayudó para obtener mi habitación antes de la hora. Fue perfecto y descanse muy bien ,50
56,/Profile/LuisMexic,LuisMexic,Excelente ubicacion con un magnifico servicio y atención. Personal de checking y checkout muy amables y muy buen desayuno. Gran ventaja la cercania al la terminal aeroportuaria y te incluye el estacionamiento,50
57,/Profile/Trail172111,Kiike Z,Primero que nada quiero felicitar al señor Ignacio por su atención a mi llegada a el hotel me explicó todo muy bien.  Les comento que cada que iba al aeropuerto pagaba  1500 pesos de estacionamiento y ahora mejor pago una noche en este hotel y me dan el estacionamiento gratis seis días así no tengo que levantarme muy temprano para ir al aeropuerto desde Saltillo excelente servicio todos muy amables,50
58,/Profile/O4215KLjoelm,O4215KLjoelm,"Gracias por otorgar un servicio de excelencia! Sus habitaciones son de mi agrado, el ambiente y la ubicación también. El personal que asignan trabajan de una manera profesional y respetuosa. Alimentos frescos y de calidad. ",50
59,/Profile/Pepesaba,Pepesaba,"Estuve en el hotel el 17 de diciembre 2019. Cuarto 409. Para empezar a la hora de hacer el check in el personal se portó bastante grosero, estábamos muy cansados y al otro día había qué salir a las 4 am por lo que dejamos pasar el trato, primer error. Al llegar a la habitación se ve todo bien, sin embargo la cama estaba bastante incómoda, por lo que solicitamos un cambio de habitación, no tienen habitaciones. Están completamente llenos, por lo que nos quedamos en la habitación.  El problema empieza cuando alguno de los vecinos prende el tv. Parece que estaba dentro de nuestra habitación! Las paredes son de papel!  Quitemos todo eso de lado, NO HAY AGUA!!!!! Llamamos a recepción y mandan a una persona de mantenimiento, salen solamente gotas de la regadera y NO HAY PRESIÓN NI…",10
60,/Profile/rc_eduardo,rc_eduardo,"El Hilton Garden Aeropuerto es una muy buena opción si se tiene llegada tarde, salida temprano o alguna actividad a la redonda del aeropuerto de Monterrey. Su personal y la calidad del hotel es muy buena.",40
61,/Profile/780victorhugoe,780victorhugoe,"El hotel tiene muy buenas instalaciones y servicio sin embargo el traslado ofrecido al aeri¿opuerto no es a cualquier hora y el mismo horario se reduce en fin de semana. Por lo demás, cumple con las expectativas de la cadena y ubicación.",40
62,/Profile/cayo21111964,Juan Carlos Manzur,"el hotel tiene una excelente ubicacion a solo 2 minutos caminando de la terminal B, es ideal para los vuelos muy tempranos, sus habitaciones son muy buenas nos toco desayunar y es bufette con gran variar de platos en general un muy buen hotel",40
63,/Profile/hgonzalez2019,hgonzalez2019,"Fue muy placentero el alojamiento y exelente personal, el desayuno es muy variado y delicioso, las habitaciones son muy comodas y espaciosas, si regreso sera muy grato volverme a hospedarme con ustedes.",50
64,/Profile/ljuarez2019,ljuarez2019,"Excelente servicio personal amable y servicial, con la mejor ubicación de la zona y súper conveniente para vuelos muy temprano. Habitaciones súper limpias  y muy comidas. Personal servicial y sonriente ",50
65,/Profile/JAntonioP074,J Antonio P,"Muy buena ubicación, las camas est´na muy comodas; la ventaja de poder estacionar tu auto cerca de la Terminal B y tener el estacionamiento sin costo una excelente prestación de este hotel. Compensa muy bien el precio-beneficio.",50
66,/Profile/betini1967,betini1967,"Excelente ubicación a solo dos minutos caminando de la terminal, limpio y muy cómodo!, buen trato del personal y estacionamiento gratis hasta por 6 días. Muy recomendable para viajeros con familia o de negocios. ",50
67,/Profile/rodolfot2015,rodolfo t,"La ubicación del lugar lo salva de ser una mala opción, pero la comida es capitulo aparte porque es horrible.  Impensable e imperdonable que pidas una hamburguesa en un lugar que tiene una de las mejores carnes del País (Monterrey)y te sirvan una porquería de plato con una carne que sacaron de un paquete de comida pre congelada que tiene cero sabor..  El desayuno también deja mucho que desear porque se acaba el jugo de naranja (que ponen en un mini jarra) y nadie se acuerda ni se preocupa por rellenar la.  Si quieren quedarse háganlo pero les recomiendo que crucen la calle y destinen o coman en el aeropuerto donde hay más y mejores opciones.  Mucho por mejorar la verdad!!!",20
68,/Profile/IMVM,IMVM,"Los viajes en familia, aveces resultan cansados si los hoteles elegidos no ofrecen comodidad, limpieza y facilidades adecuadas. Este hotel es la mejor opción en el aeropuerto de Monterrey. La limpieza en cada detalle, camas cómodas y su cercanía con las terminales de los aeropuertos no pueden ser mejores, sumándole que tienes estacionamiento gratis hasta por cinco o seis días.!!! La mejor opción sin duda. Gracias a todo el staff del hotel por hacer de nuestras vacaciones aún mejores! ",50
69,/Profile/MrBohannon89,PAMO,"La ubicacion es excelente para cuando llegas muy tarde al aeropuerto o para cuando vas a salir muy temprano y no quieres contratiempos. La relacion precio-calidad no esta tan fuera de lugar, comparado con otros hoteles ubicados en aeropuertos.",40
70,/Profile/Alain1979,Alain1979,"Es un hotel para una llegada tarde al aeropuerto de Monterrey, o una salida de vuelo muy temprano muy conveniente. Las habitaciones con muy limpias con una buena cama y buen juego de almohadas. El wifi va muy bien. El baño es pequeñito pero muy recogido y más que suficiente. El hotel es tranquilo, tiene acceso directo a la terminal B mediante una pasarela y esta a 3 minutos andando de la terminal A. La gente de recepción muy amable. Tiene una tienda 24h y room service. Es un excelente hotel de paso. Muy recomendable.",50
71,/Profile/cynthiaramirez2019,cynthiaramirez2019,"Excelente opción para hospedarse en el aeropuerto, excelente ubicación, buen sabor de la comida, calidad de servicio excepcional, habitaciones muy confortables, limpieza minuciosa, maravillosa atención al cliente.",50
72,/Profile/perezricardo16,Peter “El Soldadito”,"El hotel fue una selección Genial para hacer un viaje relámpago!!! Llegada muy noche en Domingo, check Inn rapidísimo, descanso corto pero pleno, y la gran comodidad de tener el aeropuerto a un lado para salir el día subsiguiente en vuelo temprano. Es una buena relación de precio, servicio y comodidad ",40
73,/Profile/ventasestadio,ventasestadio,servicio nefasto en recepcion no cumplieron con el tema ofrecido de traslado al aeropuerto no les importo resolverlo no me facturaron  no volveria ni recomendaria todo lo que se gasta en marketing se va por la borda cuando hay empleados nefastos  ,10
74,/Profile/GiselleCasLan,GiselleCasLan,"Habitaciones amplias y muy cómodas, muy limpio todo. Atención en recepción muy amable y atenta. El personal muy simpático. La comida del restaurante muy rica. La gran ventaja sin duda es la ubicación. Recomendado. Buena señal de wifi.",50
75,/Profile/Camper30861643727,Camper30861643727,"Dentro de mi viaje de negocios venia de otros hoteles y ya cansada del viaje , pero al llegar al hotel Hilton la amabilidad del personal, sus atenciones y servicios te hacen sentir confortable. La verdad es un excelente servicio",50
76,/Profile/Safari02976388966,Safari02976388966,"Excelente servicio, volvere ahi en mi siguiente viaje. El hotel esta en un excelente sector si vas a trasladarte en los alrededores de Apodaca, las habitaciones muy limpias y comodas, el desayuno muy rico.",50
77,/Profile/jaimebH1654EY,Jaime B,Excelente servicio y los cuartos de primera.Desde que te dan las galletas y el agua en la llegada es exclente. En cuanto a la limpieza del lobby muy buena y me encantó en futbolito que tienen ahi ya que los niños lo disfrutaron mucho. En el cuarto la televisión muy bien igual que los canales que ofrecen. ,50
78,/Profile/melanieo941110,Melanie Olivares,"El hotel es muy bueno, tiene muy buena ubicación, me gustó mucho todo el servicio en el restaurante.  La habitación estaba muy limpia y todo el personal muy amable todo el tiempo. Recomiendo ampliamente el hotel, definitivamente volvería. ",50
79,/Profile/752raulf,RAUL F,"Nos hospedamos hace una semanas ya que nuestro vuelo salia muy temprano, todo estuvo muy bien las camas super comodas y el desayuno ni se diga, riquisimo.sin duda sera nuestra opcion al salir y al volver de cada viaje",50
80,/Profile/Global66366923724,Global66366923724,"Muy buen hotel aunque sin acceso directo al aeropuerto. Esto es uno de los principals atractivos de este hotel y realmete no se pudo contar con este acceso. El costo me pareció elevado, considerando que hay otras opciones cercanas, elegí este hotel porque podia accede al aeropuerto pero no pude hacerlo. El area de gimnasio funciona muy bien aunque no está totalmente equipada,",40
81,/Profile/K433LGchristianc,Christian C,"Estaba tomando una llamada afuera del hotel y el guardia me corrió, me dijo que era propiedad privada y que el hotel no permitía que estuviera ahí. Necesitan unas clases de buen servicio a sus empleados.",10
82,/Profile/sanavina33,sanavina,"Gran lugar para hospedarse, cerca de la terminal B, buenas habitaciones muy limpias, de buen gusto y confortables.  tarifa decente el hotel vale lo que cuesta, centavo a centavo, recomendable al 100. .",50
83,/Profile/perezricardo16,Peter “El Soldadito”,"Argo y lo is te urge es un baño  hotel, y gran opción cuando llegas de un viaje y lo que te urge es un baño relajante y descansar, ya que en 3 minutos caminando llegas. Es una gran opción en fin de semana, ya que las tarifas son más accesibles; la cama es amplia y creo que es lo mejor del hotel: Limpia Enorme Cómoda   El servicio es a la altura de sus precios.  Es una buenísima opción! ",40
84,/Profile/312ximenam,ximena m,"Sin duda el mejor del aeropuerto, tengo muchos años de venir a monterrey y por costumbre me habia quedado en otras marcas, siendo fiel a la membrecia que me otorgaron y estaba complacida creyendo que eran los mejores, pero ese hotel cometió un error al recomendarme que por una noche me quedara en el Hilton ya que no tenia reservación y no pudieron hacer nada mas que la recomendación, repito fue un error ahora soy socia de program de lealtad de Hilton y me quedare con ustedes siempre, GENTE AMABLE, HABITACIONES LIMPIAS, COMIDA DECENTE Y SOBRE TODO UBICACION. Así que aquí me tienen de nuevo!",50
85,/Profile/DayTrip17952992455,DayTrip17952992455,"Quiero compartir mi experiencia en Hilton Garden Inn Monterrey Aeropuerto,  es la cuarta ocasión que me hospedo en este Hotel y el servicio siempre es consistente, simplemente excelente.  Siempre procuro conocer los nombres de las personas en los hoteles, tuve el agrado de conocer a la Gerente General y sobretodo quiero agradecer a Claudia de recepción y a su Van Driver, ya que salimos a cenar a un restaurante cercano, al salir de este, solitamos un Uber, el cual nos cancelo en tres ocasiones, al llamar al hotel, Claudia muy amablemente envio la camioneta del hotel por nosotros. Lo cual fue un gran gesto.  Definitivamente son mi hotel favorito en Monterrey",50
86,/Profile/Estrellinta45,Estrellita42,"Se merecen un like en especial Dulce del restaurante una chica fresco y con gran sonrisa, muestra un servicio genuino y preocupado por tu servicio, habitaciones  siempre limpias y confortables, la mejor ubicación, bueno el Precio es alto pero vale la pena por lo que recibes",50
87,/Profile/T3662IKlilianam,Liliana M,"Mejor ubicación imposible para vuelos por Aeroméxico es excelente, no hay que salir del hotel Para llegar a la terminal y además el hotel es muy limpio y las instalaciones excelente, buena comida y personal amable, regresó siempre.",50
88,/Profile/Anacleta42,Anacleta Rousso,"Vuelo muy temprano y con este hotel tan bien ubicado me dio la oportunidad de dormir un.poco más con esta excelente coneccion al aeropuerto, desayuno completo y de buen sabor, personal atento en especial Edgar que fue el mesero de noche me ayudo con mi servicio de cena, eficiente y amable. Sin duda muy recomendable.",50
89,/Profile/NorthStar08090759945,NorthStar08090759945,"Si van a quedarse cerca del  Aeropuerto de Monterrey yo me he quedado en casi todos y les aseguro que este es la mejor opción de todos muy buenas instalaciones y el servicio de primera, les recomiendo mucho usarlo ",50
90,/Profile/jesuss221,Jesus S,"Fue la primera vez que elegimos este hotel para descansar mientras esperábamos nuestro vuelo y cumplió muy bien las expectativas de descanso. Buen relación precio-calidad. Lamentablemente fue poco el tiempo que nos quedamos a descansar, pero valió mucho la pena.",50
